1056	1583	4672	2847	3994
944		1010	5287	3362	5155
998		951		6352	2766	1972
800		4922	5581	3212	4934
1621	916		5254	2934	2115
831		2202	5442	3047	5580
847		2009	4872	2948	3792
903		1054	5180 	3596	2060
846		932		4866	2981	2468
815		3928	5448	3025	2413
763		1901	5084	3037	2819
796		909		5082	2981	3975
1168	2239	6200	1914	6112
925		1383	5331	3362	2023
934		2519	5326	2694	1962
1774	1971	5287	3367	4535
869		2574	5189	3050	
1214	870				1903	
